Transaction ID;Transaction Date;Denominated Currency;Cost;Client ID;Sales ID
7068;09/05/2019;EUR;407447;90;32
7069;10/01/2018;CAD;851077;60;72
7070;06/29/2019;SEK;8689328;98;30
7071;03/28/2019;CAD;440487;40;19
7072;10/25/2018;EUR;442082;114;95
7073;07/03/2017;CAD;129268;147;28
7074;08/10/2019;JPY;89970530;138;45
7075;04/27/2018;EUR;399099;126;98
7076;07/26/2019;EUR;347534;117;78
7077;05/21/2018;DKK;1611350;53;98
7078;08/02/2019;CAD;1227481;46;71
7079;04/28/2018;DKK;2780785;4;3
7080;09/02/2017;EUR;310018;7;87
7081;09/15/2017;CAD;132270;168;1
7082;07/25/2017;NZD;133897;105;85
7083;03/09/2017;CHF;8985;0;43
7084;12/26/2017;CHF;338528;97;26
7085;06/03/2017;CHF;410161;191;60
7086;07/09/2017;AUD;9345;111;62
7087;05/25/2019;NOK;1724234;23;15
7088;04/24/2017;GBP;623209;30;88
7089;11/20/2018;AUD;1116968;8;8
7090;04/17/2018;NOK;2261184;26;82
7091;10/15/2018;DKK;3795514;11;7
7092;09/20/2017;CHF;823284;74;72
7093;05/19/2017;JPY;36271610;193;98
7094;05/30/2018;NOK;8229416;109;41
7095;05/08/2019;SEK;886564;140;56
7096;01/01/2019;CHF;9017;26;69
7097;05/14/2017;DKK;2685265;18;17
7098;05/21/2018;EUR;3483;196;68
7099;10/06/2018;EUR;835708;57;99
7100;04/09/2019;JPY;19896138;108;32
7101;11/28/2019;JPY;41842207;171;9
7102;08/03/2018;GBP;770920;165;81
7103;03/02/2018;CHF;668954;93;93
7104;02/06/2018;EUR;443805;98;83
7105;12/01/2017;CHF;413369;45;70
7106;03/11/2017;SEK;1735947;17;45
7107;08/24/2019;CAD;370822;5;27
7108;04/01/2018;SEK;8224068;188;31
7109;01/27/2017;GBP;586909;42;92
7110;01/25/2017;GBP;315389;136;23
7111;09/04/2019;DKK;8743;164;54
7112;07/31/2019;EUR;767015;192;21
7113;09/06/2019;NZD;593901;71;31
7114;03/18/2019;SEK;2364855;43;9
7115;11/08/2017;GBP;754862;89;65
7116;07/11/2017;SEK;2662310;171;20
7117;02/25/2017;AUD;432189;21;29
7118;04/03/2017;DKK;6166549;127;10
7119;11/26/2018;AUD;1231392;142;18
7120;09/23/2017;GBP;333055;119;39
7121;02/28/2019;GBP;156911;132;34
7122;03/24/2017;GBP;569521;191;26
7123;02/20/2018;EUR;158773;181;89
7124;10/15/2018;NOK;4317227;51;29
7125;05/09/2019;SEK;1319509;25;45
7126;10/26/2018;NOK;8211341;189;61
7127;08/02/2017;CHF;222696;67;45
7128;12/07/2019;EUR;722819;66;40
7129;02/28/2017;NZD;534298;146;74
7130;10/26/2017;CAD;626285;177;86
7131;03/26/2017;NOK;6627925;62;81
7132;05/30/2018;DKK;2155872;168;98
7133;04/19/2019;DKK;4677894;15;56
7134;08/07/2017;CHF;214142;66;40
7135;06/13/2017;CHF;548176;73;70
7136;09/15/2017;NOK;2910771;65;72
7137;03/16/2018;GBP;345745;69;8
7138;08/19/2017;NZD;316172;116;91
7139;09/07/2019;AUD;875078;83;36
7140;04/25/2019;DKK;3838291;183;86
7141;07/27/2017;NZD;1063319;97;48
7142;06/23/2019;EUR;316511;151;52
7143;12/04/2018;JPY;79080589;92;95
7144;07/07/2017;NZD;940660;159;26
7145;03/09/2018;GBP;701693;16;9
7146;08/24/2018;DKK;876961;150;34
7147;11/25/2019;GBP;760577;39;53
7148;07/21/2019;CAD;384040;7;40
7149;03/31/2019;CHF;475444;193;59
7150;12/13/2017;SEK;5214268;74;94
7151;01/19/2018;NZD;416143;167;67
7152;12/04/2017;DKK;6103620;170;40
7153;03/10/2019;NZD;629827;84;93
7154;08/31/2018;GBP;427616;127;9
7155;12/08/2018;JPY;25807105;94;73
7156;05/22/2017;CAD;949925;199;92
7157;10/18/2017;NOK;2475156;131;98
7158;02/08/2019;JPY;99346240;164;12
7159;08/07/2017;NZD;423679;142;65
7160;09/10/2017;NOK;6920562;106;15
7161;08/27/2018;JPY;80368355;195;10
7162;12/18/2017;AUD;1199012;120;32
7163;09/14/2018;GBP;691021;123;16
7164;09/26/2017;GBP;635090;73;18
7165;03/28/2018;AUD;300589;109;74
7166;11/29/2018;NZD;209059;89;75
7167;03/21/2019;CHF;134421;107;9
7168;12/31/2018;CHF;304400;133;95
7169;11/21/2019;NOK;4238272;176;35
7170;01/25/2018;CAD;1077265;92;15
7171;11/29/2018;GBP;167351;197;17
7172;02/02/2017;EUR;560065;160;4
7173;07/10/2017;CHF;508053;97;37
7174;07/18/2018;GBP;537029;104;28
7175;01/29/2018;NZD;862725;20;7
7176;12/28/2019;CAD;666186;70;99
7177;04/06/2018;CHF;914307;174;82
7178;08/05/2018;DKK;663799;179;9
7179;01/16/2019;CHF;696059;60;38
7180;11/06/2018;NZD;184014;90;97
7181;12/21/2018;NOK;5325056;170;29
7182;11/16/2018;GBP;329314;42;70
7183;05/09/2018;DKK;2198170;145;62
7184;06/02/2017;NOK;2445597;79;63
7185;02/08/2017;GBP;561793;173;83
7186;05/20/2019;EUR;670504;191;65
7187;10/30/2019;DKK;2111792;104;29
7188;11/04/2018;JPY;58502357;27;14
7189;09/20/2018;GBP;704136;97;67
7190;09/13/2017;CAD;275266;75;65
7191;10/23/2019;NZD;411792;6;90
7192;07/07/2017;EUR;465492;131;31
7193;11/18/2017;CHF;735624;35;27
7194;10/09/2018;SEK;535315;153;68
7195;10/22/2018;CHF;669886;106;4
7196;09/07/2018;CAD;637716;178;93
7197;08/29/2017;DKK;3781732;183;75
7198;01/24/2017;CHF;534366;75;35
7199;04/16/2019;GBP;670908;133;94
7200;09/08/2019;EUR;734513;100;84
7201;05/27/2018;DKK;415684;144;32
7202;01/15/2018;DKK;3539114;194;4
7203;01/27/2017;CHF;291358;110;83
7204;08/25/2017;CAD;806970;24;42
7205;10/20/2019;NZD;724082;54;2
7206;11/22/2019;AUD;19807;62;41
7207;07/05/2019;CAD;515445;171;89
7208;12/12/2017;AUD;254001;156;71
7209;11/29/2019;SEK;4779389;188;1
7210;05/02/2018;AUD;1337772;70;3
7211;12/03/2018;JPY;32039670;17;68
7212;01/07/2019;CAD;322785;82;87
7213;10/28/2019;CHF;307691;181;97
7214;07/26/2018;EUR;238268;82;90
7215;01/31/2018;CAD;306055;164;9
7216;08/08/2018;SEK;4265130;128;1
7217;05/09/2019;DKK;256485;35;71
7218;10/02/2018;NOK;6126073;95;74
7219;10/05/2018;CHF;218162;97;69
7220;02/21/2018;CHF;466972;38;20
7221;11/29/2018;DKK;312786;28;21
7222;09/26/2018;JPY;38487812;94;83
7223;02/07/2017;CAD;190908;41;24
7224;01/11/2018;JPY;85950968;100;42
7225;06/13/2018;DKK;5491049;56;13
7226;08/07/2019;SEK;8856935;48;54
7227;09/20/2018;CAD;788256;52;54
7228;11/04/2018;EUR;445606;35;97
7229;04/04/2017;CAD;269212;84;39
7230;03/05/2017;NOK;5208139;116;14
7231;12/12/2019;JPY;39828479;19;50
7232;06/09/2018;AUD;917155;181;21
7233;01/31/2017;AUD;8910;144;35
7234;09/02/2017;NZD;244257;7;3
7235;02/19/2017;CHF;454626;134;40
7236;11/06/2017;CHF;915867;48;57
7237;10/23/2018;NOK;5334041;10;81
7238;09/15/2019;GBP;373153;91;20
7239;11/17/2017;GBP;266540;134;87
7240;01/11/2019;JPY;78911507;122;20
7241;09/14/2018;GBP;288802;110;43
7242;12/27/2018;JPY;77628232;104;20
7243;01/31/2019;NZD;1494274;58;33
7244;03/14/2019;GBP;757863;141;99
7245;01/01/2019;DKK;5500590;103;0
7246;06/20/2017;GBP;349967;62;2
7247;12/24/2019;SEK;4508465;62;8
7248;11/29/2018;SEK;6248462;120;32
7249;05/06/2018;DKK;4693614;69;63
7250;06/06/2017;NOK;3150074;171;23
7251;12/27/2017;AUD;66521;186;37
7252;03/20/2019;GBP;572407;87;28
7253;10/12/2017;AUD;132785;137;26
7254;11/04/2017;NOK;6351028;88;55
7255;12/13/2018;DKK;791604;191;54
7256;12/07/2017;CHF;952649;75;75
7257;05/04/2018;AUD;842151;181;34
7258;03/31/2018;AUD;1342402;152;90
7259;05/18/2019;GBP;518512;17;48
7260;03/01/2018;CHF;671834;60;0
7261;06/15/2017;CHF;556147;56;26
7262;01/15/2017;GBP;287122;182;52
7263;05/18/2019;JPY;22126017;55;32
7264;09/30/2019;CAD;1262231;45;63
7265;12/25/2018;CHF;358898;155;64
7266;08/29/2019;CAD;1312412;83;67
7267;08/27/2017;NOK;7117385;184;63
7268;05/27/2017;CAD;627959;90;89
7269;07/21/2019;SEK;947636;163;61
7270;10/16/2018;EUR;476457;132;26
7271;06/30/2018;NOK;5237958;96;99
7272;08/20/2018;NOK;4177329;92;72
7273;10/22/2019;AUD;391409;116;34
7274;06/27/2017;CHF;209720;14;21
7275;03/02/2018;GBP;395097;79;20
7276;12/01/2019;GBP;708070;115;38
7277;08/26/2018;JPY;450432;1;3
7278;10/01/2018;CHF;417916;113;85
7279;01/20/2017;CAD;383736;193;72
7280;02/25/2018;JPY;77114060;141;72
7281;04/27/2018;DKK;4368093;160;30
7282;12/01/2018;CHF;48414;174;22
7283;11/14/2019;SEK;512855;193;9
7284;08/25/2019;NZD;1271739;138;24
7285;05/18/2019;CHF;861170;158;44
7286;11/08/2019;EUR;875075;98;67
7287;08/25/2018;NOK;7812049;146;66
7288;08/07/2018;SEK;1927315;157;29
7289;01/25/2019;DKK;4807613;58;61
7290;09/27/2017;NZD;1484888;2;23
7291;07/28/2019;GBP;571902;6;73
7292;07/25/2018;NZD;646897;137;60
7293;11/08/2019;NZD;347050;127;50
7294;07/08/2019;AUD;516905;188;27
7295;12/19/2019;GBP;338445;71;96
7296;05/08/2018;EUR;120543;199;35
7297;11/20/2017;CHF;799948;108;75
7298;07/06/2019;CAD;639645;35;47
7299;10/12/2017;GBP;68565;109;28
7300;05/22/2019;EUR;35259;18;18
7301;12/24/2019;EUR;868958;88;75
7302;11/12/2019;NZD;119997;197;36
7303;09/06/2018;AUD;969490;70;46
7304;09/24/2019;NZD;381311;140;15
7305;08/18/2018;JPY;20306853;100;10
7306;07/11/2019;DKK;3801836;89;57
7307;07/20/2018;NZD;1415275;159;40
7308;12/05/2019;DKK;3698510;69;45
7309;12/12/2018;AUD;649395;59;96
7310;01/13/2017;DKK;2263884;105;53
7311;01/02/2019;GBP;255193;45;83
7312;05/19/2018;AUD;634277;163;22
7313;07/20/2017;GBP;525425;13;21
7314;05/04/2018;NOK;2221808;42;48
7315;06/09/2019;NOK;1556768;138;23
7316;01/09/2019;DKK;183840;93;57
7317;07/10/2019;NZD;55086;181;40
7318;04/09/2019;SEK;2872336;161;23
7319;04/06/2017;NZD;899227;80;73
7320;05/09/2017;NZD;917399;3;66
7321;09/17/2018;NZD;39299;131;48
7322;11/19/2017;CHF;299889;86;60
7323;12/13/2017;AUD;1423631;163;20
7324;09/05/2018;DKK;1335120;3;0
7325;03/10/2017;AUD;939351;47;36
7326;10/12/2018;JPY;22349801;128;31
7327;07/30/2018;CHF;481602;188;96
7328;03/06/2019;DKK;3947735;137;46
7329;06/16/2018;JPY;35774880;41;47
7330;04/26/2018;NOK;4432961;170;57
7331;01/22/2018;CHF;442643;133;63
7332;01/12/2017;EUR;591608;129;81
7333;01/14/2018;CAD;417197;142;34
7334;03/24/2019;JPY;86344466;55;41
7335;08/05/2017;GBP;299116;162;30
7336;10/17/2018;CAD;867362;167;61
7337;04/11/2018;CAD;955590;160;58
7338;03/31/2019;GBP;509852;128;68
7339;05/24/2017;AUD;175457;85;15
7340;11/19/2017;CAD;533490;165;78
7341;12/28/2019;NOK;7466698;50;17
7342;09/06/2019;CHF;113132;88;60
7343;05/06/2017;CHF;171897;133;3
7344;04/30/2019;CAD;210529;63;43
7345;01/31/2018;AUD;682494;153;63
7346;04/01/2018;SEK;3249200;66;94
7347;07/07/2019;GBP;138669;122;63
7348;10/19/2017;DKK;4604686;44;47
7349;01/15/2019;CHF;73437;166;13
7350;10/11/2019;NOK;7240611;144;57
7351;02/11/2017;GBP;781392;13;48
7352;11/21/2018;CHF;602480;76;36
7353;11/26/2019;EUR;833967;109;65
7354;06/25/2018;AUD;1412864;173;0
7355;11/21/2019;SEK;7799453;129;27
7356;05/09/2019;NZD;461795;129;84
7357;05/20/2019;DKK;4571546;70;80
7358;04/04/2019;CHF;26290;142;14
7359;02/22/2018;SEK;360938;82;47
7360;01/07/2019;EUR;487425;134;15
7361;10/08/2019;GBP;271413;173;22
7362;04/19/2019;EUR;546453;180;4
7363;06/28/2018;EUR;275855;40;81
7364;05/07/2019;NOK;3875001;177;33
7365;03/09/2019;DKK;5756662;94;20
7366;02/25/2017;CAD;579672;181;88
7367;07/30/2019;NOK;4706490;67;46
7368;04/29/2017;CHF;754048;1;83
7369;04/26/2017;SEK;138373;38;1
7370;07/12/2019;GBP;148824;158;54
7371;11/08/2019;NOK;7729199;103;66
7372;10/24/2019;AUD;722706;147;80
7373;07/14/2018;CHF;964607;27;44
7374;04/19/2019;SEK;2979530;82;5
7375;07/07/2019;GBP;107083;105;30
7376;08/02/2017;JPY;48186192;97;61
7377;02/01/2019;NZD;501698;120;51
7378;09/18/2017;CHF;44982;101;14
7379;09/08/2018;CHF;666475;148;1
7380;05/28/2019;GBP;12912;18;83
7381;07/10/2019;CAD;288117;183;64
7382;10/31/2019;JPY;79641186;180;24
7383;03/24/2018;EUR;585307;191;61
7384;01/09/2019;SEK;8146137;195;37
7385;06/20/2017;CHF;386836;8;99
7386;10/04/2019;JPY;81952238;63;43
7387;10/09/2018;SEK;8875340;89;50
7388;06/26/2017;NZD;332279;153;65
7389;11/22/2018;EUR;729762;162;99
7390;04/26/2019;JPY;67310489;132;58
7391;09/27/2017;CHF;43300;185;43
7392;04/02/2018;EUR;351019;171;46
7393;03/30/2019;DKK;1269922;165;58
7394;11/03/2017;CHF;493400;181;26
7395;01/26/2018;AUD;766622;145;81
7396;05/31/2017;NOK;5416123;177;34
7397;01/21/2018;SEK;3677559;93;0
7398;04/19/2017;JPY;100404957;22;91
7399;01/23/2018;AUD;753633;78;68
7400;11/09/2019;NZD;320274;53;4
7401;07/21/2019;NOK;2942663;194;65
7402;04/30/2019;EUR;858384;41;18
7403;05/27/2017;NOK;5217966;164;21
7404;08/09/2018;SEK;8661765;191;46
7405;04/09/2019;DKK;1607009;6;78
7406;03/25/2018;NZD;58184;55;66
7407;12/21/2018;NZD;1187648;0;6
7408;06/30/2017;EUR;97012;10;36
7409;01/13/2019;CHF;847158;191;88
7410;03/11/2017;CAD;412014;156;67
7411;06/01/2018;GBP;374135;144;25
7412;03/17/2019;SEK;5298690;133;31
7413;09/14/2019;NOK;5989895;7;24
7414;03/25/2019;AUD;1138229;171;0
7415;02/25/2017;CHF;747343;187;55
7416;07/20/2017;NZD;1405481;181;65
7417;11/15/2017;CHF;774483;132;74
7418;12/03/2019;AUD;244343;154;73
7419;04/05/2019;JPY;9749072;136;85
7420;10/06/2019;CHF;415178;166;49
7421;05/06/2019;SEK;4568700;128;76
7422;08/24/2018;AUD;746963;102;83
7423;04/23/2019;SEK;1022784;120;6
7424;10/14/2017;AUD;329263;11;92
7425;06/21/2018;JPY;23075584;91;74
7426;04/04/2019;NZD;1268677;169;70
7427;12/13/2019;CHF;34202;94;70
7428;08/15/2018;SEK;1207605;56;54
7429;06/14/2017;EUR;390957;166;79
7430;03/30/2017;GBP;405862;48;28
7431;11/18/2017;GBP;511077;96;5
7432;06/25/2018;GBP;82914;128;59
7433;05/04/2018;DKK;1174438;80;92
7434;02/17/2019;GBP;404685;115;91
7435;09/09/2018;DKK;901206;197;83
7436;03/30/2017;AUD;828495;112;30
7437;03/23/2017;NOK;5085117;48;44
7438;09/13/2018;DKK;2783734;134;97
7439;03/02/2019;AUD;1289851;32;35
7440;11/29/2018;JPY;57074601;70;42
7441;09/24/2019;GBP;609426;80;54
7442;04/30/2018;SEK;4540320;50;76
7443;12/31/2019;CHF;822062;197;43
7444;02/20/2017;SEK;6190656;22;84
7445;02/25/2018;AUD;107882;132;51
7446;10/21/2018;EUR;626984;149;40
7447;06/12/2018;GBP;221552;107;99
7448;08/08/2019;EUR;708396;10;10
7449;11/12/2018;CHF;406943;0;39
7450;11/20/2017;JPY;40244602;39;93
7451;10/25/2017;CHF;838441;81;38
7452;09/29/2019;GBP;771063;158;50
7453;04/26/2019;NOK;6889350;106;71
7454;02/11/2018;CHF;797270;34;58
7455;10/23/2018;JPY;75877871;95;87
7456;09/24/2017;GBP;310395;115;77
7457;03/11/2019;NZD;963106;169;58
7458;07/03/2019;AUD;916764;168;56
7459;07/01/2019;NOK;4783219;22;91
7460;05/23/2018;GBP;68698;45;77
7461;03/31/2018;CAD;934685;14;51
7462;11/07/2017;DKK;217676;186;31
7463;06/01/2017;JPY;60341820;171;73
7464;12/29/2019;JPY;41117465;41;9
7465;07/24/2019;CAD;416562;165;66
7466;02/15/2018;SEK;2231888;15;50
7467;10/25/2018;GBP;310725;82;89
7468;02/28/2018;EUR;55542;33;42
7469;08/25/2017;EUR;303599;54;32
7470;11/16/2019;SEK;3103931;103;14
7471;08/12/2018;NOK;7171086;56;40
7472;05/21/2017;CAD;404060;44;60
7473;01/13/2017;CHF;681529;91;63
7474;10/15/2017;SEK;225355;26;16
7475;05/03/2019;CAD;35672;14;23
7476;06/07/2018;SEK;420991;23;39
7477;02/28/2019;NZD;1187317;111;21
7478;11/14/2018;AUD;707513;55;8
7479;02/17/2019;GBP;159006;159;27
7480;06/08/2017;NOK;1198763;11;57
7481;12/24/2017;CAD;1023550;130;29
7482;06/08/2017;AUD;748497;165;40
7483;12/29/2017;EUR;227904;104;44
7484;06/25/2019;JPY;11215536;27;12
7485;12/06/2019;SEK;5120627;55;64
7486;10/14/2019;JPY;53821464;57;13
7487;05/02/2018;NOK;1849106;174;13
7488;04/18/2017;GBP;444893;3;31
7489;06/27/2019;CHF;252968;146;78
7490;05/10/2019;GBP;211995;144;22
7491;08/23/2019;SEK;5876908;47;44
7492;06/22/2017;NZD;751664;176;78
7493;03/20/2018;AUD;1210143;56;70
7494;06/05/2017;CHF;103191;35;65
7495;11/22/2018;NZD;732401;52;81
7496;05/26/2018;EUR;816528;84;66
7497;01/01/2017;AUD;263639;128;48
7498;07/19/2018;GBP;142969;141;24
7499;10/11/2017;NOK;3306204;162;2
7500;07/29/2018;JPY;6194167;195;43
7501;07/07/2018;CAD;908543;11;59
7502;04/17/2019;NOK;4828442;42;71
7503;01/08/2018;DKK;6235829;159;38
7504;12/23/2017;AUD;920971;52;97
7505;08/05/2018;NOK;7932626;2;9
7506;05/14/2019;DKK;5728828;117;77
7507;04/27/2019;CHF;205228;22;23
7508;11/17/2019;CAD;796033;122;53
7509;09/02/2018;GBP;539009;68;18
7510;02/17/2018;NZD;95739;157;51
7511;07/29/2017;NOK;3352027;56;67
7512;10/16/2019;GBP;583562;172;53
7513;05/04/2018;EUR;327162;9;40
7514;06/22/2018;CAD;618463;192;76
7515;06/20/2017;CHF;741405;36;56
7516;07/06/2017;DKK;6302857;16;7
7517;12/22/2017;JPY;32924848;159;21
7518;03/18/2019;NOK;6972723;124;35
7519;01/08/2018;AUD;788387;94;11
7520;11/16/2018;DKK;2728539;49;5
7521;09/12/2019;CAD;607345;30;1
7522;07/12/2018;CHF;738126;196;59
7523;05/17/2019;GBP;724250;86;60
7524;09/11/2017;CAD;1285014;105;35
7525;11/17/2018;CAD;1060975;108;83
7526;06/15/2017;GBP;440124;171;87
7527;01/05/2019;DKK;6101743;21;90
7528;03/03/2019;GBP;243730;74;95
7529;06/06/2017;NZD;1483322;127;14
7530;09/20/2017;DKK;2406304;89;50
7531;07/14/2017;CAD;1273977;7;91
7532;07/20/2019;SEK;3258466;178;2
7533;01/29/2019;JPY;24787422;119;97
7534;08/06/2017;GBP;55233;181;67
7535;03/26/2019;JPY;62226313;99;86
7536;04/30/2018;SEK;6374450;192;45
7537;06/04/2018;NOK;4791778;191;5
7538;12/01/2018;CAD;795792;148;56
7539;05/17/2019;DKK;4936141;99;6
7540;09/03/2019;CHF;388710;34;26
7541;11/10/2019;NOK;1243146;124;66
7542;12/18/2018;JPY;3785538;128;30
7543;09/22/2019;EUR;560927;104;83
7544;04/22/2019;NOK;5474229;187;79
7545;05/07/2018;CHF;60228;51;86
7546;05/18/2018;GBP;63391;47;14
7547;12/11/2017;JPY;32357069;44;0
7548;11/05/2017;AUD;1278855;147;48
7549;03/16/2018;NOK;7575239;179;81
7550;06/02/2018;NOK;3951169;15;54
7551;10/16/2019;EUR;91285;132;86
7552;06/20/2018;EUR;294944;133;56
7553;03/07/2017;NOK;8203372;137;74
7554;03/08/2017;DKK;4458293;62;9
7555;08/17/2017;CAD;1131269;189;1
7556;10/10/2017;JPY;49369442;50;98
7557;01/04/2019;EUR;774965;97;1
7558;07/25/2019;NZD;1129138;56;46
7559;09/15/2017;DKK;2527724;123;76
7560;10/02/2018;SEK;9104172;110;6
7561;07/23/2017;DKK;6216750;48;11
7562;07/07/2017;NOK;5661325;169;74
7563;03/21/2018;GBP;472135;158;54
7564;02/11/2019;SEK;6802273;4;84
7565;03/17/2019;EUR;380307;159;38
7566;11/16/2018;NZD;692230;31;27
7567;10/02/2017;NOK;3368876;20;58
7568;01/26/2017;DKK;338817;64;40
7569;08/01/2019;EUR;77800;179;71
7570;10/25/2019;SEK;6508116;116;87
7571;03/11/2017;CHF;847873;113;67
7572;03/03/2017;CAD;618884;155;20
7573;11/27/2019;GBP;292925;48;94
7574;05/19/2017;NOK;1742839;75;31
7575;02/23/2019;DKK;3518895;125;48
7576;07/02/2018;DKK;5672292;80;7
7577;12/17/2019;SEK;6880435;138;78
7578;05/13/2018;SEK;3980446;58;49
7579;12/12/2017;DKK;945899;9;71
7580;06/16/2017;EUR;548080;33;54
7581;03/16/2017;AUD;582140;78;9
7582;09/14/2019;SEK;9077440;43;94
7583;10/24/2017;SEK;2525241;56;86
7584;10/11/2017;GBP;359190;1;30
7585;11/09/2018;AUD;742417;175;11
7586;05/19/2018;NOK;3049343;90;63
7587;06/05/2018;SEK;4897197;80;10
7588;01/06/2017;JPY;60224346;180;5
7589;08/04/2017;DKK;3666298;62;26
7590;05/30/2018;JPY;65424630;169;83
7591;10/18/2018;EUR;88061;195;51
7592;05/04/2019;JPY;18356213;179;8
7593;07/22/2017;SEK;8048918;158;8
7594;08/31/2017;SEK;7871192;154;69
7595;10/06/2019;NZD;1389940;165;20
7596;10/06/2017;CHF;946173;93;56
7597;03/04/2019;SEK;1400874;37;72
7598;09/14/2017;JPY;37853450;74;6
7599;04/16/2018;SEK;2991097;196;52
7600;09/25/2019;JPY;106061669;102;53
7601;02/13/2017;SEK;1426045;164;58
7602;01/26/2018;GBP;330246;30;28
7603;01/01/2018;JPY;62880644;36;19
7604;09/18/2017;DKK;5536634;193;45
7605;02/26/2018;NOK;382835;28;87
7606;06/09/2019;NZD;1002319;11;16
7607;05/22/2017;EUR;685290;0;40
7608;05/01/2018;CHF;626475;62;83
7609;04/06/2017;JPY;13022244;163;11
7610;03/02/2017;NZD;42089;85;8
7611;11/21/2017;CHF;721380;74;35
7612;03/22/2018;JPY;30259987;195;22
7613;07/21/2019;NOK;5146789;150;7
7614;01/10/2017;GBP;645259;43;23
7615;07/16/2019;AUD;490550;46;22
7616;06/01/2019;NZD;798895;194;42
7617;02/14/2017;EUR;317117;22;5
7618;12/28/2018;EUR;798528;137;46
7619;08/16/2019;JPY;26637300;168;44
7620;05/21/2017;SEK;4379332;153;53
7621;09/12/2019;CAD;593717;142;46
7622;02/24/2017;AUD;1292992;139;3
7623;08/21/2018;DKK;383099;102;7
7624;12/10/2019;CAD;916850;67;0
7625;01/09/2018;DKK;5386412;170;58
7626;08/23/2017;NZD;342187;56;64
7627;01/15/2017;GBP;213782;41;28
7628;01/27/2018;DKK;5335717;101;65
7629;10/29/2017;GBP;580071;75;30
7630;08/06/2017;NZD;1102172;9;77
7631;10/19/2019;EUR;506968;180;33
7632;07/26/2018;DKK;847293;41;74
7633;12/14/2019;CAD;793039;54;26
7634;11/23/2018;JPY;92938102;152;68
7635;11/26/2017;EUR;318754;157;47
7636;07/06/2018;CHF;556631;47;62
7637;11/20/2018;NZD;1219946;117;56
7638;01/21/2018;SEK;8286840;81;97
7639;07/23/2018;EUR;652692;124;48
7640;04/02/2017;AUD;609730;17;41
7641;07/15/2019;EUR;709321;8;18
7642;04/26/2019;CHF;737172;177;7
7643;09/24/2018;NZD;409714;131;78
7644;08/27/2018;NZD;717557;30;60
7645;02/08/2017;SEK;4461394;165;4
7646;07/24/2019;AUD;1097398;76;97
7647;01/02/2018;CHF;2044;185;57
7648;10/22/2017;GBP;515492;108;84
7649;11/04/2018;NZD;362545;138;75
7650;11/17/2018;JPY;37198801;70;95
7651;07/01/2019;NZD;363976;193;17
7652;05/16/2018;GBP;424607;5;71
7653;07/16/2017;CHF;907950;65;87
7654;05/27/2017;NOK;1267830;42;55
7655;05/05/2018;NOK;831376;118;39
7656;04/12/2019;CAD;995646;105;33
7657;06/29/2018;GBP;656164;49;76
7658;07/14/2017;JPY;91129625;142;51
7659;02/08/2019;CHF;150846;131;71
7660;01/31/2017;CAD;879558;50;20
7661;11/25/2017;JPY;32739978;158;16
7662;11/10/2019;SEK;1130287;198;84
7663;07/19/2018;AUD;233522;74;51
7664;02/01/2019;JPY;103400956;51;72
7665;06/19/2019;CHF;928364;164;70
7666;12/10/2019;CHF;628907;99;3
7667;01/16/2018;CHF;621798;11;22
7668;07/13/2017;EUR;736420;96;36
7669;11/03/2019;CHF;798707;87;70
7670;10/23/2019;NZD;1242707;47;14
7671;03/31/2017;NZD;554459;19;53
7672;01/26/2019;CAD;696289;31;80
7673;07/28/2019;SEK;1469075;97;2
7674;02/05/2019;CAD;43263;15;6
7675;11/11/2019;EUR;93758;20;61
7676;05/14/2019;EUR;423675;159;31
7677;12/12/2017;AUD;827027;151;5
7678;01/16/2017;CAD;400134;182;28
7679;02/04/2018;EUR;447981;102;8
7680;08/12/2018;SEK;8654819;98;91
7681;09/18/2017;NZD;408473;189;32
7682;07/02/2019;CHF;165461;97;56
7683;11/16/2017;AUD;354887;56;73
7684;01/02/2019;NOK;4786489;145;59
7685;06/07/2017;GBP;516152;11;2
7686;02/14/2019;JPY;54077491;94;11
7687;08/15/2017;DKK;3197661;186;78
7688;12/31/2018;SEK;6476653;31;44
7689;03/13/2018;NZD;403150;38;74
7690;05/21/2018;CAD;1212400;196;57
7691;08/22/2019;EUR;562528;195;60
7692;11/22/2017;AUD;1257411;2;45
7693;01/15/2018;GBP;591365;155;41
7694;04/16/2017;CAD;415775;110;82
7695;08/01/2019;NOK;4393812;126;49
7696;12/16/2019;CHF;956047;6;51
7697;08/19/2018;CAD;660026;0;24
7698;09/19/2018;AUD;1178808;37;46
7699;03/20/2019;SEK;647106;47;41
7700;05/16/2019;NOK;6961527;45;64
7701;07/09/2017;DKK;5279562;186;86
7702;04/21/2019;NZD;1139131;97;36
7703;12/10/2019;JPY;14858232;172;52
7704;01/09/2017;JPY;87213749;2;83
7705;08/04/2019;NZD;994559;179;3
7706;12/23/2018;DKK;2169559;19;23
7707;07/12/2018;GBP;490087;142;88
7708;01/18/2018;NOK;180089;78;36
7709;06/19/2018;AUD;665515;182;56
7710;06/15/2019;JPY;102182653;168;68
7711;01/23/2017;GBP;121396;58;45
7712;10/08/2019;SEK;6763150;148;98
7713;07/16/2019;NOK;2048473;107;78
7714;01/19/2018;CAD;186800;61;44
7715;07/05/2019;NZD;326291;18;17
7716;05/12/2017;NZD;1264974;115;49
7717;09/17/2019;NZD;626636;177;47
7718;03/20/2019;NOK;4839838;124;35
7719;05/24/2018;AUD;1269772;18;29
