Entry ID,Contest Name,Contest ID,Entry Fee,F,F,F,F,F,F,,Instructions,,,,,,,,
1642499845,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Rostem Akman (13492866),Robert Whittaker (13492854),Justin Tafa (13492859),Dhiego Lima (13492861),Dan Hooker (13492863),Megan Anderson (13492871),,,,,,,,,,
1642499846,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Callan Potter (13492868),Al Iaquinta (13492864),Israel Adesanya (13492853),Dhiego Lima (13492861),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499847,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Luke Jumeau (13492862),Yorgan De Castro (13492860),Robert Whittaker (13492854),Dan Hooker (13492863),Brad Riddell (13492869),Maki Pitolo (13492867),,,,,,,,,,
1642499848,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Rostem Akman (13492866),Jamie Mullarkey (13492870),Al Iaquinta (13492864),Khalid Taha (13492873),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499849,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Callan Potter (13492868),Yorgan De Castro (13492860),Israel Adesanya (13492853),Dhiego Lima (13492861),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499850,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Nadia Kassem (13492856),Jamie Mullarkey (13492870),Al Iaquinta (13492864),Dhiego Lima (13492861),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499851,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Bruno Silva (13492874),Yorgan De Castro (13492860),Maki Pitolo (13492867),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499852,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Rostem Akman (13492866),Bruno Silva (13492874),Jamie Mullarkey (13492870),Maki Pitolo (13492867),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499853,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Bruno Silva (13492874),Yorgan De Castro (13492860),Robert Whittaker (13492854),Dan Hooker (13492863),Ji Yeon Kim (13492855),Megan Anderson (13492871),,,,,,,,,,
1642499854,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Callan Potter (13492868),Jamie Mullarkey (13492870),Yorgan De Castro (13492860),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499855,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Jamie Mullarkey (13492870),Al Iaquinta (13492864),Luke Jumeau (13492862),Robert Whittaker (13492854),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499856,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Yorgan De Castro (13492860),Robert Whittaker (13492854),Ji Yeon Kim (13492855),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499857,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Callan Potter (13492868),Al Iaquinta (13492864),Luke Jumeau (13492862),Brad Riddell (13492869),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499858,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Bruno Silva (13492874),Nadia Kassem (13492856),Israel Adesanya (13492853),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499859,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Callan Potter (13492868),Luke Jumeau (13492862),Khalid Taha (13492873),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499860,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Rostem Akman (13492866),Bruno Silva (13492874),Ji Yeon Kim (13492855),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499861,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Rostem Akman (13492866),Al Iaquinta (13492864),Robert Whittaker (13492854),Justin Tafa (13492859),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499862,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Al Iaquinta (13492864),Luke Jumeau (13492862),Maki Pitolo (13492867),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499863,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Callan Potter (13492868),Bruno Silva (13492874),Jamie Mullarkey (13492870),Jake Matthews (13492865),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499864,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Callan Potter (13492868),Bruno Silva (13492874),Nadia Kassem (13492856),Jake Matthews (13492865),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499865,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Bruno Silva (13492874),Yorgan De Castro (13492860),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499866,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Nadia Kassem (13492856),Al Iaquinta (13492864),Yorgan De Castro (13492860),Dhiego Lima (13492861),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499867,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Al Iaquinta (13492864),Robert Whittaker (13492854),Justin Tafa (13492859),Dhiego Lima (13492861),Brad Riddell (13492869),Ji Yeon Kim (13492855),,,,,,,,,,
1642499868,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Nadia Kassem (13492856),Yorgan De Castro (13492860),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499869,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Nadia Kassem (13492856),Yorgan De Castro (13492860),Maki Pitolo (13492867),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499870,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Bruno Silva (13492874),Nadia Kassem (13492856),Robert Whittaker (13492854),Justin Tafa (13492859),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499871,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Rostem Akman (13492866),Luke Jumeau (13492862),Khalid Taha (13492873),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499872,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Bruno Silva (13492874),Robert Whittaker (13492854),Justin Tafa (13492859),Dhiego Lima (13492861),Dan Hooker (13492863),Tai Tuivasa (13492857),,,,,,,,,,
1642499873,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Jamie Mullarkey (13492870),Luke Jumeau (13492862),Maki Pitolo (13492867),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499874,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Rostem Akman (13492866),Nadia Kassem (13492856),Luke Jumeau (13492862),Khalid Taha (13492873),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499875,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Rostem Akman (13492866),Jamie Mullarkey (13492870),Robert Whittaker (13492854),Dhiego Lima (13492861),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499876,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Callan Potter (13492868),Nadia Kassem (13492856),Israel Adesanya (13492853),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499877,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Luke Jumeau (13492862),Israel Adesanya (13492853),Khalid Taha (13492873),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499878,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Luke Jumeau (13492862),Israel Adesanya (13492853),Justin Tafa (13492859),Dan Hooker (13492863),Brad Riddell (13492869),Ji Yeon Kim (13492855),,,,,,,,,,
1642499879,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Serghei Spivac (13492858),Jamie Mullarkey (13492870),Khalid Taha (13492873),Maki Pitolo (13492867),Jake Matthews (13492865),,,,,,,,,,
1642499880,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Callan Potter (13492868),Bruno Silva (13492874),Ji Yeon Kim (13492855),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499881,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Al Iaquinta (13492864),Yorgan De Castro (13492860),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499882,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Rostem Akman (13492866),Robert Whittaker (13492854),Khalid Taha (13492873),Maki Pitolo (13492867),Tai Tuivasa (13492857),,,,,,,,,,
1642499883,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Serghei Spivac (13492858),Ji Yeon Kim (13492855),Khalid Taha (13492873),Maki Pitolo (13492867),Jake Matthews (13492865),,,,,,,,,,
1642499884,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Bruno Silva (13492874),Jamie Mullarkey (13492870),Israel Adesanya (13492853),Dhiego Lima (13492861),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499885,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Bruno Silva (13492874),Robert Whittaker (13492854),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499886,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Rostem Akman (13492866),Luke Jumeau (13492862),Khalid Taha (13492873),Maki Pitolo (13492867),Tai Tuivasa (13492857),,,,,,,,,,
1642499887,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Bruno Silva (13492874),Al Iaquinta (13492864),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499888,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Al Iaquinta (13492864),Robert Whittaker (13492854),Ji Yeon Kim (13492855),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499889,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Nadia Kassem (13492856),Robert Whittaker (13492854),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499890,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Bruno Silva (13492874),Luke Jumeau (13492862),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499891,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Rostem Akman (13492866),Nadia Kassem (13492856),Khalid Taha (13492873),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499892,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Bruno Silva (13492874),Al Iaquinta (13492864),Robert Whittaker (13492854),Dhiego Lima (13492861),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499893,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Bruno Silva (13492874),Nadia Kassem (13492856),Jamie Mullarkey (13492870),Maki Pitolo (13492867),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499894,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Luke Jumeau (13492862),Yorgan De Castro (13492860),Robert Whittaker (13492854),Dan Hooker (13492863),Ji Yeon Kim (13492855),Khalid Taha (13492873),,,,,,,,,,
1642499895,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Callan Potter (13492868),Jamie Mullarkey (13492870),Israel Adesanya (13492853),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499896,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Bruno Silva (13492874),Jamie Mullarkey (13492870),Luke Jumeau (13492862),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499897,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Rostem Akman (13492866),Callan Potter (13492868),Ji Yeon Kim (13492855),Khalid Taha (13492873),Megan Anderson (13492871),,,,,,,,,,
1642499898,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Al Iaquinta (13492864),Robert Whittaker (13492854),Justin Tafa (13492859),Dhiego Lima (13492861),Brad Riddell (13492869),Ji Yeon Kim (13492855),,,,,,,,,,
1642499899,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Israel Adesanya (13492853),Dhiego Lima (13492861),Dan Hooker (13492863),Maki Pitolo (13492867),Tai Tuivasa (13492857),,,,,,,,,,
1642499900,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Callan Potter (13492868),Al Iaquinta (13492864),Yorgan De Castro (13492860),Dhiego Lima (13492861),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499901,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Nadia Kassem (13492856),Al Iaquinta (13492864),Luke Jumeau (13492862),Justin Tafa (13492859),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499902,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Serghei Spivac (13492858),Rostem Akman (13492866),Yorgan De Castro (13492860),Khalid Taha (13492873),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499903,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Jamie Mullarkey (13492870),Al Iaquinta (13492864),Robert Whittaker (13492854),Dhiego Lima (13492861),Ji Yeon Kim (13492855),Megan Anderson (13492871),,,,,,,,,,
1642499904,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Jamie Mullarkey (13492870),Al Iaquinta (13492864),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499905,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Serghei Spivac (13492858),Rostem Akman (13492866),Ji Yeon Kim (13492855),Khalid Taha (13492873),Maki Pitolo (13492867),,,,,,,,,,
1642499906,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Zarah Fairn dos Santos (13492872),Bruno Silva (13492874),Jamie Mullarkey (13492870),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499907,MMA $20K mini-MAX [150 Entry Max],77463057,$1,Callan Potter (13492868),Jamie Mullarkey (13492870),Robert Whittaker (13492854),Justin Tafa (13492859),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642482090,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Al Iaquinta (13492864),Luke Jumeau (13492862),Ji Yeon Kim (13492855),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499924,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Jamie Mullarkey (13492870),Robert Whittaker (13492854),Khalid Taha (13492873),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499925,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Jamie Mullarkey (13492870),Al Iaquinta (13492864),Luke Jumeau (13492862),Israel Adesanya (13492853),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499926,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Luke Jumeau (13492862),Israel Adesanya (13492853),Justin Tafa (13492859),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499927,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Callan Potter (13492868),Nadia Kassem (13492856),Khalid Taha (13492873),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499928,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Callan Potter (13492868),Jamie Mullarkey (13492870),Al Iaquinta (13492864),Ji Yeon Kim (13492855),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499929,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Callan Potter (13492868),Luke Jumeau (13492862),Robert Whittaker (13492854),Dan Hooker (13492863),Khalid Taha (13492873),Megan Anderson (13492871),,,,,,,,,,
1642499930,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Callan Potter (13492868),Al Iaquinta (13492864),Robert Whittaker (13492854),Dhiego Lima (13492861),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499931,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Callan Potter (13492868),Jamie Mullarkey (13492870),Luke Jumeau (13492862),Ji Yeon Kim (13492855),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499932,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Bruno Silva (13492874),Al Iaquinta (13492864),Maki Pitolo (13492867),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499933,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Bruno Silva (13492874),Al Iaquinta (13492864),Luke Jumeau (13492862),Justin Tafa (13492859),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499934,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Nadia Kassem (13492856),Luke Jumeau (13492862),Maki Pitolo (13492867),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499935,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Yorgan De Castro (13492860),Dhiego Lima (13492861),Dan Hooker (13492863),Ji Yeon Kim (13492855),Megan Anderson (13492871),,,,,,,,,,
1642499936,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Serghei Spivac (13492858),Luke Jumeau (13492862),Khalid Taha (13492873),Maki Pitolo (13492867),Jake Matthews (13492865),,,,,,,,,,
1642499937,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Bruno Silva (13492874),Nadia Kassem (13492856),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499938,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Jamie Mullarkey (13492870),Robert Whittaker (13492854),Justin Tafa (13492859),Dhiego Lima (13492861),Dan Hooker (13492863),Maki Pitolo (13492867),,,,,,,,,,
1642499939,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Callan Potter (13492868),Dhiego Lima (13492861),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499940,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Bruno Silva (13492874),Luke Jumeau (13492862),Robert Whittaker (13492854),Justin Tafa (13492859),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499941,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Jamie Mullarkey (13492870),Yorgan De Castro (13492860),Maki Pitolo (13492867),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499942,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Rostem Akman (13492866),Bruno Silva (13492874),Ji Yeon Kim (13492855),Maki Pitolo (13492867),Tai Tuivasa (13492857),,,,,,,,,,
1642499943,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Nadia Kassem (13492856),Jamie Mullarkey (13492870),Maki Pitolo (13492867),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499944,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Callan Potter (13492868),Bruno Silva (13492874),Justin Tafa (13492859),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499945,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Nadia Kassem (13492856),Yorgan De Castro (13492860),Robert Whittaker (13492854),Dhiego Lima (13492861),Dan Hooker (13492863),Megan Anderson (13492871),,,,,,,,,,
1642499946,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Bruno Silva (13492874),Luke Jumeau (13492862),Israel Adesanya (13492853),Dan Hooker (13492863),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499947,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Rostem Akman (13492866),Jamie Mullarkey (13492870),Khalid Taha (13492873),Maki Pitolo (13492867),Tai Tuivasa (13492857),,,,,,,,,,
1642499948,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Nadia Kassem (13492856),Luke Jumeau (13492862),Robert Whittaker (13492854),Justin Tafa (13492859),Khalid Taha (13492873),Tai Tuivasa (13492857),,,,,,,,,,
1642499949,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Rostem Akman (13492866),Ji Yeon Kim (13492855),Khalid Taha (13492873),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499950,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Luke Jumeau (13492862),Yorgan De Castro (13492860),Dan Hooker (13492863),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499951,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Robert Whittaker (13492854),Dhiego Lima (13492861),Dan Hooker (13492863),Brad Riddell (13492869),Megan Anderson (13492871),,,,,,,,,,
1642499952,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Jamie Mullarkey (13492870),Luke Jumeau (13492862),Ji Yeon Kim (13492855),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499953,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Jamie Mullarkey (13492870),Luke Jumeau (13492862),Yorgan De Castro (13492860),Israel Adesanya (13492853),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499954,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Serghei Spivac (13492858),Rostem Akman (13492866),Jamie Mullarkey (13492870),Khalid Taha (13492873),Maki Pitolo (13492867),Megan Anderson (13492871),,,,,,,,,,
1642499955,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Serghei Spivac (13492858),Bruno Silva (13492874),Ji Yeon Kim (13492855),Maki Pitolo (13492867),Jake Matthews (13492865),,,,,,,,,,
1642499956,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Nadia Kassem (13492856),Al Iaquinta (13492864),Maki Pitolo (13492867),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499957,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Serghei Spivac (13492858),Al Iaquinta (13492864),Khalid Taha (13492873),Maki Pitolo (13492867),Jake Matthews (13492865),,,,,,,,,,
1642499958,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Callan Potter (13492868),Al Iaquinta (13492864),Khalid Taha (13492873),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499959,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Rostem Akman (13492866),Callan Potter (13492868),Ji Yeon Kim (13492855),Khalid Taha (13492873),Tai Tuivasa (13492857),,,,,,,,,,
1642499960,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Nadia Kassem (13492856),Al Iaquinta (13492864),Robert Whittaker (13492854),Justin Tafa (13492859),Khalid Taha (13492873),Megan Anderson (13492871),,,,,,,,,,
1642499961,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Callan Potter (13492868),Yorgan De Castro (13492860),Khalid Taha (13492873),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499962,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Callan Potter (13492868),Bruno Silva (13492874),Ji Yeon Kim (13492855),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499963,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Jamie Mullarkey (13492870),Israel Adesanya (13492853),Justin Tafa (13492859),Dhiego Lima (13492861),Ji Yeon Kim (13492855),Maki Pitolo (13492867),,,,,,,,,,
1642499964,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Callan Potter (13492868),Luke Jumeau (13492862),Yorgan De Castro (13492860),Dan Hooker (13492863),Jake Matthews (13492865),Megan Anderson (13492871),,,,,,,,,,
1642499965,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Yorgan De Castro (13492860),Dhiego Lima (13492861),Dan Hooker (13492863),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
1642499966,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Nadia Kassem (13492856),Jamie Mullarkey (13492870),Robert Whittaker (13492854),Dhiego Lima (13492861),Khalid Taha (13492873),Megan Anderson (13492871),,,,,,,,,,
1642499967,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Jamie Mullarkey (13492870),Yorgan De Castro (13492860),Israel Adesanya (13492853),Dhiego Lima (13492861),Ji Yeon Kim (13492855),Megan Anderson (13492871),,,,,,,,,,
1642499968,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Nadia Kassem (13492856),Jamie Mullarkey (13492870),Maki Pitolo (13492867),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499969,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Al Iaquinta (13492864),Yorgan De Castro (13492860),Dhiego Lima (13492861),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499970,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Robert Whittaker (13492854),Justin Tafa (13492859),Dhiego Lima (13492861),Maki Pitolo (13492867),Tai Tuivasa (13492857),,,,,,,,,,
1642499971,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Rostem Akman (13492866),Callan Potter (13492868),Luke Jumeau (13492862),Khalid Taha (13492873),Tai Tuivasa (13492857),Megan Anderson (13492871),,,,,,,,,,
1642499972,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Al Iaquinta (13492864),Luke Jumeau (13492862),Israel Adesanya (13492853),Justin Tafa (13492859),Khalid Taha (13492873),Tai Tuivasa (13492857),,,,,,,,,,
1642499973,MMA $10K Arm Bar [$2K to 1st],77510214,$5,Zarah Fairn dos Santos (13492872),Jamie Mullarkey (13492870),Yorgan De Castro (13492860),Maki Pitolo (13492867),Jake Matthews (13492865),Tai Tuivasa (13492857),,,,,,,,,,
